target	mode	source	reason	name
05324-8.avif	local-alias	05324-t.avif	unambiguous-local-mutation	Eucatastrophe
05324-9.avif	local-alias	05324-t.avif	unambiguous-local-mutation	Eucatastrophe
06002-10.avif	local-alias	06002-t.avif	unambiguous-local-mutation	Mandy Thompson
06002-5.avif	local-alias	06002-t.avif	unambiguous-local-mutation	Mandy Thompson
06002-6.avif	local-alias	06002-t.avif	unambiguous-local-mutation	Mandy Thompson
06002-7.avif	local-alias	06002-t.avif	unambiguous-local-mutation	Mandy Thompson
06002-8.avif	local-alias	06002-t.avif	unambiguous-local-mutation	Mandy Thompson
06002-9.avif	local-alias	06002-t.avif	unambiguous-local-mutation	Mandy Thompson
06021-3.avif	official	https://assets.arkham.build/optimized/06021-3.avif	no-local-mutation	Segment of Onyx
06022-10.avif	local-alias	06022-t.avif	unambiguous-local-mutation	Pendant of the Queen
06022-4.avif	local-alias	06022-t.avif	unambiguous-local-mutation	Pendant of the Queen
06022-5.avif	local-alias	06022-t.avif	unambiguous-local-mutation	Pendant of the Queen
06022-6.avif	local-alias	06022-t.avif	unambiguous-local-mutation	Pendant of the Queen
06022-7.avif	local-alias	06022-t.avif	unambiguous-local-mutation	Pendant of the Queen
06022-8.avif	local-alias	06022-t.avif	unambiguous-local-mutation	Pendant of the Queen
06022-9.avif	local-alias	06022-t.avif	unambiguous-local-mutation	Pendant of the Queen
06195-10.avif	local-alias	06195-t.avif	unambiguous-local-mutation	.35 Winchester
06195-3.avif	local-alias	06195-t.avif	unambiguous-local-mutation	.35 Winchester
06195-4.avif	local-alias	06195-t.avif	unambiguous-local-mutation	.35 Winchester
06195-5.avif	local-alias	06195-t.avif	unambiguous-local-mutation	.35 Winchester
06195-6.avif	local-alias	06195-t.avif	unambiguous-local-mutation	.35 Winchester
06195-7.avif	local-alias	06195-t.avif	unambiguous-local-mutation	.35 Winchester
06195-8.avif	local-alias	06195-t.avif	unambiguous-local-mutation	.35 Winchester
06195-9.avif	local-alias	06195-t.avif	unambiguous-local-mutation	.35 Winchester
06199-10.avif	local-alias	06199-t.avif	unambiguous-local-mutation	Three Aces
06199-4.avif	local-alias	06199-t.avif	unambiguous-local-mutation	Three Aces
06199-5.avif	local-alias	06199-t.avif	unambiguous-local-mutation	Three Aces
06199-6.avif	local-alias	06199-t.avif	unambiguous-local-mutation	Three Aces
06199-7.avif	local-alias	06199-t.avif	unambiguous-local-mutation	Three Aces
06199-8.avif	local-alias	06199-t.avif	unambiguous-local-mutation	Three Aces
06199-9.avif	local-alias	06199-t.avif	unambiguous-local-mutation	Three Aces
06332-10.avif	local-alias	06332-t.avif	unambiguous-local-mutation	Scavenging
06332-7.avif	local-alias	06332-t.avif	unambiguous-local-mutation	Scavenging
06332-8.avif	local-alias	06332-t.avif	unambiguous-local-mutation	Scavenging
06332-9.avif	local-alias	06332-t.avif	unambiguous-local-mutation	Scavenging
07003-10.avif	local-alias	07003-t.avif	unambiguous-local-mutation	Trish Scarborough
07003-6.avif	local-alias	07003-t.avif	unambiguous-local-mutation	Trish Scarborough
07003-7.avif	local-alias	07003-t.avif	unambiguous-local-mutation	Trish Scarborough
07003-8.avif	local-alias	07003-t.avif	unambiguous-local-mutation	Trish Scarborough
07003-9.avif	local-alias	07003-t.avif	unambiguous-local-mutation	Trish Scarborough
07122-6.avif	official	https://assets.arkham.build/optimized/07122-6.avif	multiple-historical-mutations	Ancient Covenant
07122-7.avif	official	https://assets.arkham.build/optimized/07122-7.avif	multiple-historical-mutations	Ancient Covenant
07122-8.avif	official	https://assets.arkham.build/optimized/07122-8.avif	multiple-historical-mutations	Ancient Covenant
07122-9.avif	official	https://assets.arkham.build/optimized/07122-9.avif	multiple-historical-mutations	Ancient Covenant
07197-10.avif	local-alias	07197-t.avif	unambiguous-local-mutation	Signum Crucis
07197-5.avif	local-alias	07197-t.avif	unambiguous-local-mutation	Signum Crucis
07197-6.avif	local-alias	07197-t.avif	unambiguous-local-mutation	Signum Crucis
07197-7.avif	local-alias	07197-t.avif	unambiguous-local-mutation	Signum Crucis
07197-8.avif	local-alias	07197-t.avif	unambiguous-local-mutation	Signum Crucis
07197-9.avif	local-alias	07197-t.avif	unambiguous-local-mutation	Signum Crucis
07268-10.avif	local-alias	07268-t.avif	unambiguous-local-mutation	Flute of the Outer Gods
07268-5.avif	local-alias	07268-t.avif	unambiguous-local-mutation	Flute of the Outer Gods
07268-6.avif	local-alias	07268-t.avif	unambiguous-local-mutation	Flute of the Outer Gods
07268-7.avif	local-alias	07268-t.avif	unambiguous-local-mutation	Flute of the Outer Gods
07268-8.avif	local-alias	07268-t.avif	unambiguous-local-mutation	Flute of the Outer Gods
07268-9.avif	local-alias	07268-t.avif	unambiguous-local-mutation	Flute of the Outer Gods
07269-10.avif	local-alias	07269-t.avif	unambiguous-local-mutation	A Watchful Peace
07269-4.avif	local-alias	07269-t.avif	unambiguous-local-mutation	A Watchful Peace
07269-5.avif	local-alias	07269-t.avif	unambiguous-local-mutation	A Watchful Peace
07269-6.avif	local-alias	07269-t.avif	unambiguous-local-mutation	A Watchful Peace
07269-7.avif	local-alias	07269-t.avif	unambiguous-local-mutation	A Watchful Peace
07269-8.avif	local-alias	07269-t.avif	unambiguous-local-mutation	A Watchful Peace
07269-9.avif	local-alias	07269-t.avif	unambiguous-local-mutation	A Watchful Peace
07301-10.avif	local-alias	07301-t.avif	unambiguous-local-mutation	Hallow
07301-4.avif	local-alias	07301-t.avif	unambiguous-local-mutation	Hallow
07301-5.avif	local-alias	07301-t.avif	unambiguous-local-mutation	Hallow
07301-6.avif	local-alias	07301-t.avif	unambiguous-local-mutation	Hallow
07301-7.avif	local-alias	07301-t.avif	unambiguous-local-mutation	Hallow
07301-8.avif	local-alias	07301-t.avif	unambiguous-local-mutation	Hallow
07301-9.avif	local-alias	07301-t.avif	unambiguous-local-mutation	Hallow
07308-10.avif	local-alias	07308-t.avif	unambiguous-local-mutation	Rite of Equilibrium
07308-5.avif	local-alias	07308-t.avif	unambiguous-local-mutation	Rite of Equilibrium
07308-6.avif	local-alias	07308-t.avif	unambiguous-local-mutation	Rite of Equilibrium
07308-7.avif	local-alias	07308-t.avif	unambiguous-local-mutation	Rite of Equilibrium
07308-8.avif	local-alias	07308-t.avif	unambiguous-local-mutation	Rite of Equilibrium
07308-9.avif	local-alias	07308-t.avif	unambiguous-local-mutation	Rite of Equilibrium
08019-10.avif	local-alias	08019-t.avif	unambiguous-local-mutation	Geared Up
08019-6.avif	local-alias	08019-t.avif	unambiguous-local-mutation	Geared Up
08019-7.avif	local-alias	08019-t.avif	unambiguous-local-mutation	Geared Up
08019-8.avif	local-alias	08019-t.avif	unambiguous-local-mutation	Geared Up
08019-9.avif	local-alias	08019-t.avif	unambiguous-local-mutation	Geared Up
08032-10.avif	local-alias	08032-t.avif	unambiguous-local-mutation	Jeremiah Kirby
08032-5.avif	local-alias	08032-t.avif	unambiguous-local-mutation	Jeremiah Kirby
08032-6.avif	local-alias	08032-t.avif	unambiguous-local-mutation	Jeremiah Kirby
08032-7.avif	local-alias	08032-t.avif	unambiguous-local-mutation	Jeremiah Kirby
08032-8.avif	local-alias	08032-t.avif	unambiguous-local-mutation	Jeremiah Kirby
08032-9.avif	local-alias	08032-t.avif	unambiguous-local-mutation	Jeremiah Kirby
08045-10.avif	local-alias	08045-t.avif	unambiguous-local-mutation	Prophesiae Profana
08045-5.avif	local-alias	08045-t.avif	unambiguous-local-mutation	Prophesiae Profana
08045-6.avif	local-alias	08045-t.avif	unambiguous-local-mutation	Prophesiae Profana
08045-7.avif	local-alias	08045-t.avif	unambiguous-local-mutation	Prophesiae Profana
08045-8.avif	local-alias	08045-t.avif	unambiguous-local-mutation	Prophesiae Profana
08045-9.avif	local-alias	08045-t.avif	unambiguous-local-mutation	Prophesiae Profana
08055-10.avif	local-alias	08055-t.avif	unambiguous-local-mutation	Black Market
08055-5.avif	local-alias	08055-t.avif	unambiguous-local-mutation	Black Market
08055-6.avif	local-alias	08055-t.avif	unambiguous-local-mutation	Black Market
08055-7.avif	local-alias	08055-t.avif	unambiguous-local-mutation	Black Market
08055-8.avif	local-alias	08055-t.avif	unambiguous-local-mutation	Black Market
08055-9.avif	local-alias	08055-t.avif	unambiguous-local-mutation	Black Market
08076-10.avif	local-alias	08076-t.avif	unambiguous-local-mutation	Burn After Reading
08076-6.avif	local-alias	08076-t.avif	unambiguous-local-mutation	Burn After Reading
08076-7.avif	local-alias	08076-t.avif	unambiguous-local-mutation	Burn After Reading
08076-8.avif	local-alias	08076-t.avif	unambiguous-local-mutation	Burn After Reading
08076-9.avif	local-alias	08076-t.avif	unambiguous-local-mutation	Burn After Reading
08093-10.avif	local-alias	08093-t.avif	unambiguous-local-mutation	Cyclopean Hammer
08093-5.avif	local-alias	08093-t.avif	unambiguous-local-mutation	Cyclopean Hammer
08093-6.avif	local-alias	08093-t.avif	unambiguous-local-mutation	Cyclopean Hammer
08093-7.avif	local-alias	08093-t.avif	unambiguous-local-mutation	Cyclopean Hammer
08093-8.avif	local-alias	08093-t.avif	unambiguous-local-mutation	Cyclopean Hammer
08093-9.avif	local-alias	08093-t.avif	unambiguous-local-mutation	Cyclopean Hammer
08098-10.avif	local-alias	08098-t.avif	unambiguous-local-mutation	Eon Chart
08098-5.avif	local-alias	08098-t.avif	unambiguous-local-mutation	Eon Chart
08098-6.avif	local-alias	08098-t.avif	unambiguous-local-mutation	Eon Chart
08098-7.avif	local-alias	08098-t.avif	unambiguous-local-mutation	Eon Chart
08098-8.avif	local-alias	08098-t.avif	unambiguous-local-mutation	Eon Chart
08098-9.avif	local-alias	08098-t.avif	unambiguous-local-mutation	Eon Chart
08099-10.avif	local-alias	08099-t.avif	unambiguous-local-mutation	Gené Beauregard
08099-5.avif	local-alias	08099-t.avif	unambiguous-local-mutation	Gené Beauregard
08099-6.avif	local-alias	08099-t.avif	unambiguous-local-mutation	Gené Beauregard
08099-7.avif	local-alias	08099-t.avif	unambiguous-local-mutation	Gené Beauregard
08099-8.avif	local-alias	08099-t.avif	unambiguous-local-mutation	Gené Beauregard
08099-9.avif	local-alias	08099-t.avif	unambiguous-local-mutation	Gené Beauregard
08100-10.avif	local-alias	08100-t.avif	unambiguous-local-mutation	Eon Chart
08100-5.avif	local-alias	08100-t.avif	unambiguous-local-mutation	Eon Chart
08100-6.avif	local-alias	08100-t.avif	unambiguous-local-mutation	Eon Chart
08100-7.avif	local-alias	08100-t.avif	unambiguous-local-mutation	Eon Chart
08100-8.avif	local-alias	08100-t.avif	unambiguous-local-mutation	Eon Chart
08100-9.avif	local-alias	08100-t.avif	unambiguous-local-mutation	Eon Chart
08113-10.avif	official	https://assets.arkham.build/optimized/08113-10.avif	multiple-historical-mutations	Unscrupulous Loan
08113-8.avif	official	https://assets.arkham.build/optimized/08113-8.avif	multiple-historical-mutations	Unscrupulous Loan
08113-9.avif	official	https://assets.arkham.build/optimized/08113-9.avif	multiple-historical-mutations	Unscrupulous Loan
09022-10.avif	local-alias	09022-t.avif	unambiguous-local-mutation	Runic Axe
09022-6.avif	local-alias	09022-t.avif	unambiguous-local-mutation	Runic Axe
09022-7.avif	local-alias	09022-t.avif	unambiguous-local-mutation	Runic Axe
09022-8.avif	local-alias	09022-t.avif	unambiguous-local-mutation	Runic Axe
09022-9.avif	local-alias	09022-t.avif	unambiguous-local-mutation	Runic Axe
09041-10.avif	official	https://assets.arkham.build/optimized/09041-10.avif	multiple-historical-mutations	Empirical Hypothesis
09041-8.avif	official	https://assets.arkham.build/optimized/09041-8.avif	multiple-historical-mutations	Empirical Hypothesis
09041-9.avif	official	https://assets.arkham.build/optimized/09041-9.avif	multiple-historical-mutations	Empirical Hypothesis
09045-10.avif	local-alias	09045-t.avif	unambiguous-local-mutation	Research Notes
09045-6.avif	local-alias	09045-t.avif	unambiguous-local-mutation	Research Notes
09045-7.avif	local-alias	09045-t.avif	unambiguous-local-mutation	Research Notes
09045-8.avif	local-alias	09045-t.avif	unambiguous-local-mutation	Research Notes
09045-9.avif	local-alias	09045-t.avif	unambiguous-local-mutation	Research Notes
09072-10.avif	local-alias	09072-t.avif	unambiguous-local-mutation	Chuck Fergus
09072-9.avif	local-alias	09072-t.avif	unambiguous-local-mutation	Chuck Fergus
09077-10.avif	local-alias	09077-t.avif	unambiguous-local-mutation	Underworld Market
09077-8.avif	local-alias	09077-t.avif	unambiguous-local-mutation	Underworld Market
09077-9.avif	local-alias	09077-t.avif	unambiguous-local-mutation	Underworld Market
09081-10.avif	local-alias	09081-t.avif	unambiguous-local-mutation	Power Word
09081-6.avif	local-alias	09081-t.avif	unambiguous-local-mutation	Power Word
09081-7.avif	local-alias	09081-t.avif	unambiguous-local-mutation	Power Word
09081-8.avif	local-alias	09081-t.avif	unambiguous-local-mutation	Power Word
09081-9.avif	local-alias	09081-t.avif	unambiguous-local-mutation	Power Word
09108-10.avif	local-alias	09108-t.avif	unambiguous-local-mutation	Shed a Light
09108-6.avif	local-alias	09108-t.avif	unambiguous-local-mutation	Shed a Light
09108-7.avif	local-alias	09108-t.avif	unambiguous-local-mutation	Shed a Light
09108-8.avif	local-alias	09108-t.avif	unambiguous-local-mutation	Shed a Light
09108-9.avif	local-alias	09108-t.avif	unambiguous-local-mutation	Shed a Light
09117-10.avif	local-alias	09117-t.avif	unambiguous-local-mutation	Old Keyring
09117-7.avif	local-alias	09117-t.avif	unambiguous-local-mutation	Old Keyring
09117-8.avif	local-alias	09117-t.avif	unambiguous-local-mutation	Old Keyring
09117-9.avif	local-alias	09117-t.avif	unambiguous-local-mutation	Old Keyring
10026-10.avif	local-alias	10026-t.avif	unambiguous-local-mutation	Hold Up
10026-9.avif	local-alias	10026-t.avif	unambiguous-local-mutation	Hold Up
10030-10.avif	local-alias	10030-t.avif	unambiguous-local-mutation	Hand-Eye Coordination
10030-9.avif	local-alias	10030-t.avif	unambiguous-local-mutation	Hand-Eye Coordination
10031-10.avif	official	https://assets.arkham.build/optimized/10031-10.avif	no-local-mutation	Strong-Armed
10037-10.avif	local-alias	10037-t.avif	unambiguous-local-mutation	Flurry of Blows
10037-9.avif	local-alias	10037-t.avif	unambiguous-local-mutation	Flurry of Blows
10059-10.avif	local-alias	10059-t.avif	unambiguous-local-mutation	Ravenous Myconid
10059-8.avif	local-alias	10059-t.avif	unambiguous-local-mutation	Ravenous Myconid
10059-9.avif	local-alias	10059-t.avif	unambiguous-local-mutation	Ravenous Myconid
10060-10.avif	local-alias	10060-t.avif	unambiguous-local-mutation	Ravenous Myconid
10060-8.avif	local-alias	10060-t.avif	unambiguous-local-mutation	Ravenous Myconid
10060-9.avif	local-alias	10060-t.avif	unambiguous-local-mutation	Ravenous Myconid
10085-10.avif	official	https://assets.arkham.build/optimized/10085-10.avif	no-local-mutation	Rod of Carnamagos
10098-10.avif	official	https://assets.arkham.build/optimized/10098-10.avif	no-local-mutation	Rod of Carnamagos
11031-10.avif	official	https://assets.arkham.build/optimized/11031-10.avif	no-local-mutation	Quick Shot
11055-10.avif	official	https://assets.arkham.build/optimized/11055-10.avif	no-local-mutation	Bum's Rush
11065-10.avif	local-alias	11065-t.avif	unambiguous-local-mutation	Blood of Thoth
11065-9.avif	local-alias	11065-t.avif	unambiguous-local-mutation	Blood of Thoth
11071-10.avif	local-alias	11071_Mutated25.avif	unambiguous-local-mutation	Spectral Shield
11075-10.avif	local-alias	11075_Mutated25.avif	unambiguous-local-mutation	Spiritual Echo
11117-10.avif	local-alias	11117-t.avif	unambiguous-local-mutation	Archibald MacVeigh
11117-9.avif	local-alias	11117-t.avif	unambiguous-local-mutation	Archibald MacVeigh
11118-10.avif	local-alias	11118_Mutated25.avif	unambiguous-local-mutation	Library Pass
11120-10.avif	local-alias	11120_Mutated25.avif	unambiguous-local-mutation	On Their Heels
60233-10.avif	local-alias	60233-t.avif	unambiguous-local-mutation	The Necronomicon
60233-3.avif	local-alias	60233-t.avif	unambiguous-local-mutation	The Necronomicon
60233-4.avif	local-alias	60233-t.avif	unambiguous-local-mutation	The Necronomicon
60233-5.avif	local-alias	60233-t.avif	unambiguous-local-mutation	The Necronomicon
60233-6.avif	local-alias	60233-t.avif	unambiguous-local-mutation	The Necronomicon
60233-7.avif	local-alias	60233-t.avif	unambiguous-local-mutation	The Necronomicon
60233-8.avif	local-alias	60233-t.avif	unambiguous-local-mutation	The Necronomicon
60233-9.avif	local-alias	60233-t.avif	unambiguous-local-mutation	The Necronomicon
60318-10.avif	local-alias	60318-t.avif	unambiguous-local-mutation	Daredevil
60318-6.avif	local-alias	60318-t.avif	unambiguous-local-mutation	Daredevil
60318-7.avif	local-alias	60318-t.avif	unambiguous-local-mutation	Daredevil
60318-8.avif	local-alias	60318-t.avif	unambiguous-local-mutation	Daredevil
60318-9.avif	local-alias	60318-t.avif	unambiguous-local-mutation	Daredevil
60327-10.avif	local-alias	60327-t.avif	unambiguous-local-mutation	Sharpshooter
60327-6.avif	local-alias	60327-t.avif	unambiguous-local-mutation	Sharpshooter
60327-7.avif	local-alias	60327-t.avif	unambiguous-local-mutation	Sharpshooter
60327-8.avif	local-alias	60327-t.avif	unambiguous-local-mutation	Sharpshooter
60327-9.avif	local-alias	60327-t.avif	unambiguous-local-mutation	Sharpshooter
60332-10.avif	local-alias	60332-t.avif	unambiguous-local-mutation	Chuck Fergus
60332-9.avif	local-alias	60332-t.avif	unambiguous-local-mutation	Chuck Fergus
60405-10.avif	local-alias	60405_Mutated20.avif	unambiguous-local-mutation	Ritual Candles
60405-5.avif	local-alias	60405_Mutated20.avif	unambiguous-local-mutation	Ritual Candles
60405-6.avif	local-alias	60405_Mutated20.avif	unambiguous-local-mutation	Ritual Candles
60405-7.avif	local-alias	60405_Mutated20.avif	unambiguous-local-mutation	Ritual Candles
60405-8.avif	local-alias	60405_Mutated20.avif	unambiguous-local-mutation	Ritual Candles
60405-9.avif	local-alias	60405_Mutated20.avif	unambiguous-local-mutation	Ritual Candles
60414-10.avif	local-alias	60414_Mutated21.avif	unambiguous-local-mutation	Hypnotic Gaze
60414-6.avif	local-alias	60414_Mutated21.avif	unambiguous-local-mutation	Hypnotic Gaze
60414-7.avif	local-alias	60414_Mutated21.avif	unambiguous-local-mutation	Hypnotic Gaze
60414-8.avif	local-alias	60414_Mutated21.avif	unambiguous-local-mutation	Hypnotic Gaze
60414-9.avif	local-alias	60414_Mutated21.avif	unambiguous-local-mutation	Hypnotic Gaze
60416-10.avif	local-alias	60416-t.avif	unambiguous-local-mutation	Voice of Ra
60416-5.avif	local-alias	60416-t.avif	unambiguous-local-mutation	Voice of Ra
60416-6.avif	local-alias	60416-t.avif	unambiguous-local-mutation	Voice of Ra
60416-7.avif	local-alias	60416-t.avif	unambiguous-local-mutation	Voice of Ra
60416-8.avif	local-alias	60416-t.avif	unambiguous-local-mutation	Voice of Ra
60416-9.avif	local-alias	60416-t.avif	unambiguous-local-mutation	Voice of Ra
60417-10.avif	local-alias	60417_Mutated20.avif	unambiguous-local-mutation	Dark Prophecy
60417-5.avif	local-alias	60417_Mutated20.avif	unambiguous-local-mutation	Dark Prophecy
60417-6.avif	local-alias	60417_Mutated20.avif	unambiguous-local-mutation	Dark Prophecy
60417-7.avif	local-alias	60417_Mutated20.avif	unambiguous-local-mutation	Dark Prophecy
60417-8.avif	local-alias	60417_Mutated20.avif	unambiguous-local-mutation	Dark Prophecy
60417-9.avif	local-alias	60417_Mutated20.avif	unambiguous-local-mutation	Dark Prophecy
60423-10.avif	local-alias	60423-t.avif	unambiguous-local-mutation	Hypnotic Gaze
60423-7.avif	local-alias	60423-t.avif	unambiguous-local-mutation	Hypnotic Gaze
60423-8.avif	local-alias	60423-t.avif	unambiguous-local-mutation	Hypnotic Gaze
60423-9.avif	local-alias	60423-t.avif	unambiguous-local-mutation	Hypnotic Gaze
